PG.ProteinGroups,[1] yanliu_20180406_Phos_Cyc_1.raw.PG.NrOfPrecursorsUsedForQuantification,[2] yanliu_20180406_Phos_Cyc_2.raw.PG.NrOfPrecursorsUsedForQuantification,[3] yanliu_20180406_Phos_Cyc_3.raw.PG.NrOfPrecursorsUsedForQuantification,[4] yanliu_20180406_Phos_Cyc_4.raw.PG.NrOfPrecursorsUsedForQuantification,[5] yanliu_20180406_Phos_Cyc_5.raw.PG.NrOfPrecursorsUsedForQuantification,[6] yanliu_20180406_Phos_Cyc_6.raw.PG.NrOfPrecursorsUsedForQuantification,[7] yanliu_20180406_Phos_Cyc_7.raw.PG.NrOfPrecursorsUsedForQuantification,[8] yanliu_20180406_Phos_Cyc_8.raw.PG.NrOfPrecursorsUsedForQuantification,[9] yanliu_20180406_Phos_Cyc_9.raw.PG.NrOfPrecursorsUsedForQuantification,[10] yanliu_20180406_Phos_Cyc_10.raw.PG.NrOfPrecursorsUsedForQuantification,[11] yanliu_20180406_Phos_Noco_1.raw.PG.NrOfPrecursorsUsedForQuantification,[12] yanliu_20180406_Phos_Noco_2.raw.PG.NrOfPrecursorsUsedForQuantification,[13] yanliu_20180406_Phos_Noco_3.raw.PG.NrOfPrecursorsUsedForQuantification,[14] yanliu_20180406_Phos_Noco_4.raw.PG.NrOfPrecursorsUsedForQuantification,[15] yanliu_20180406_Phos_Noco_5.raw.PG.NrOfPrecursorsUsedForQuantification,[16] yanliu_20180406_Phos_Noco_6.raw.PG.NrOfPrecursorsUsedForQuantification,[17] yanliu_20180406_Phos_Noco_7.raw.PG.NrOfPrecursorsUsedForQuantification,[18] yanliu_20180406_Phos_Noco_8.raw.PG.NrOfPrecursorsUsedForQuantification,[19] yanliu_20180406_Phos_Noco_9.raw.PG.NrOfPrecursorsUsedForQuantification,[20] yanliu_20180406_Phos_Noco_10.raw.PG.NrOfPrecursorsUsedForQuantification,[1] yanliu_20180406_Phos_Cyc_1.raw.PG.Quantity,[2] yanliu_20180406_Phos_Cyc_2.raw.PG.Quantity,[3] yanliu_20180406_Phos_Cyc_3.raw.PG.Quantity,[4] yanliu_20180406_Phos_Cyc_4.raw.PG.Quantity,[5] yanliu_20180406_Phos_Cyc_5.raw.PG.Quantity,[6] yanliu_20180406_Phos_Cyc_6.raw.PG.Quantity,[7] yanliu_20180406_Phos_Cyc_7.raw.PG.Quantity,[8] yanliu_20180406_Phos_Cyc_8.raw.PG.Quantity,[9] yanliu_20180406_Phos_Cyc_9.raw.PG.Quantity,[10] yanliu_20180406_Phos_Cyc_10.raw.PG.Quantity,[11] yanliu_20180406_Phos_Noco_1.raw.PG.Quantity,[12] yanliu_20180406_Phos_Noco_2.raw.PG.Quantity,[13] yanliu_20180406_Phos_Noco_3.raw.PG.Quantity,[14] yanliu_20180406_Phos_Noco_4.raw.PG.Quantity,[15] yanliu_20180406_Phos_Noco_5.raw.PG.Quantity,[16] yanliu_20180406_Phos_Noco_6.raw.PG.Quantity,[17] yanliu_20180406_Phos_Noco_7.raw.PG.Quantity,[18] yanliu_20180406_Phos_Noco_8.raw.PG.Quantity,[19] yanliu_20180406_Phos_Noco_9.raw.PG.Quantity,[20] yanliu_20180406_Phos_Noco_10.raw.PG.Quantity
Q58EX2,3,2,2,3,3,2,3,2,3,2,1,1,1,1,2,2,1,1,2,2,60837.671875,71114.5546875,106920.03125,36943.82421875,88571.2734375,136792.515625,88076.984375,120937.953125,62005.76171875,105760.1484375,34167.47265625,34484.3828125,32351.22265625,38982.1640625,40298.3046875,34742.5234375,29689.94921875,37307.29296875,22160.796875,31656.826171875
Q58EX7,1,1,1,2,Filtered,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,114871.140625,101417.9921875,95245.859375,120946.546875,Filtered,115273.515625,116448.1640625,137624.375,103951.921875,113879.28125,155173.578125,271921.75,300116.1875,315209.71875,358852.46875,318683.75,310027,267981.03125,302001.875,258993.765625
Q58FF6,4,4,4,4,3,3,4,4,4,4,3,4,4,4,3,3,4,4,3,4,373908.03125,256196.71875,364836.875,366172.53125,338703.25,456054.3125,335442.125,372874.84375,796529.6875,417921.09375,397849.625,213050.09375,371969.21875,240730.59375,340396.71875,308546.5625,336481.65625,377778.9375,362806.09375,360781.625
Q58FG0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1814430.125,2139542.5,1491142,2133164.75,1527132.625,1661919.5,1037488.3125,1569688.125,1362901.25,1338143,1159668,1291708.25,1175376.5,1115646.625,1347248,1241170.375,1092071,831076.9375,1118800.25,849001.125
Q58WW2,2,2,3,3,2,3,3,2,3,3,3,4,4,4,3,2,3,4,3,2,328513.6875,281374.375,232399.078125,270769,445543.15625,353481.28125,268201.75,353544.0625,235787.328125,271311.90625,454751.65625,428359.46875,358892.03125,413795.5625,472639.21875,370052.53125,398163.21875,426075.78125,436917.78125,139847.828125
Q5BJD5,2,2,3,3,3,2,4,1,1,1,6,7,5,6,6,6,6,6,6,7,24397.34375,28913.046875,93232.3125,95321.859375,107157.3203125,156923.15625,66786.2890625,34399.6640625,23797.560546875,26811.025390625,965655,672875.375,806862.3125,923993.6875,916106.375,1048869.75,936584.75,824553.625,893908.125,591748.1875
Q5BJF2,1,Filtered,1,Filtered,Filtered,Filtered,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,10734.3857421875,Filtered,7585.8115234375,Filtered,Filtered,Filtered,13561.0556640625,17281.984375,28807.3125,7911.80224609375,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,12231.552734375,Filtered,Filtered,Filtered
Q5BJF6,1,Filtered,1,Filtered,1,Filtered,Filtered,1,Filtered,Filtered,1,Filtered,Filtered,1,Filtered,1,Filtered,Filtered,Filtered,Filtered,42757.5546875,Filtered,40031.94140625,Filtered,27630.349609375,Filtered,Filtered,20451.828125,Filtered,Filtered,61682.9140625,Filtered,Filtered,61218.734375,Filtered,62390.578125,Filtered,Filtered,Filtered,Filtered
Q5BJH7,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3,3,4,2,4,3,3,3,4,3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,315096.28125,292537.65625,388072.21875,400899.875,448841.125,2064572.5,302400.875,2569934,1216293.75,289685.65625
Q5BKX5,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,1,Filtered,1,1,1,Filtered,Filtered,Filtered,46544.54296875,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,181520.96875,204541.234375,196323.453125,204156.0625,219043.515625,217563.328125,Filtered,200379.296875,210303.734375,192922.390625
Q5BKX6,Filtered,1,Filtered,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,1,Filtered,1,1,1,1,Filtered,37270.98828125,Filtered,28333.02734375,32228.939453125,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,26808.572265625,Filtered,Filtered,27546.490234375,Filtered,26377.3515625,23395.7265625,29710.064453125,16838.396484375
Q5BKY9,1,1,1,1,1,1,1,1,2,1,Filtered,1,1,1,1,1,1,1,1,1,345484.03125,366366.1875,391208.6875,409722.125,358401.625,452344.0625,426385.03125,382467.3125,175535.96875,402057.4375,Filtered,205497.015625,186875.890625,235706.203125,270375.21875,278265.5625,260357.296875,240479.671875,278555.8125,143643.921875
Q5BKZ1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1141812.125,1260575.125,1019293.9375,1310565.875,1165255.5,1561078.625,1777320.75,1106308.5,1321012.25,1422099.25,896730.3125,861289,569519.9375,722191.4375,683047.5,1022535.125,965118.375,1091247.875,1448817.125,1072020.5
Q5C9Z4,1,Filtered,Filtered,Filtered,Filtered,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,235514.734375,Filtered,Filtered,Filtered,Filtered,388426.28125,486102.8125,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q5CZA5,1,1,1,1,1,1,1,1,1,1,4,4,3,2,4,4,4,4,4,3,25462,27114.203125,29542.453125,39839.2890625,26112.138671875,33747.8828125,28976.8359375,31074.9140625,24319.185546875,31743.623046875,171655.75,140926.609375,148227.125,331855.5,173240.984375,147920.15625,167076.703125,143912.546875,140602.890625,151211.96875
Q5D0E6,1,1,1,Filtered,1,1,1,1,Filtered,1,1,1,1,1,1,1,1,1,1,1,3886.34692382813,6941.48095703125,5199.66357421875,Filtered,4311.33251953125,5899.8505859375,6649.283203125,5169.05908203125,Filtered,4228.689453125,84543.6875,96090.6796875,87961.6875,93218.234375,83864.7890625,77245.734375,70380.6171875,60401.9375,92234.09375,73216.8046875
Q5D1E8,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,Filtered,1,Filtered,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,124801.9296875,280589.75,173857.0625,281112.6875,249723.8125,Filtered,85574.90625,Filtered,231537.90625,178788.65625
Q5EBL4,1,Filtered,Filtered,1,1,1,Filtered,Filtered,Filtered,1,1,1,1,1,1,1,1,1,1,1,130040.828125,Filtered,Filtered,132400.203125,152229.40625,114527.1328125,Filtered,Filtered,Filtered,122563.578125,406083.53125,409164.75,322027.625,454005.90625,443959.0625,418846.0625,366629.1875,325373.6875,439558.3125,302802.84375
Q5F1R6,3,3,3,3,2,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,77102.1015625,74976.015625,169448.5625,87145.3515625,82288.65625,135325.21875,67272.421875,91310.4453125,51243.3828125,55761.88671875,71678.5234375,82803.3125,58958.44140625,60884.39453125,65060.79296875,50663.4140625,54214.21484375,40560.0859375,50803.1328125,35260.8828125
Q5FBB7,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,444190.34375,601713.25,364318.5625,417139.09375,432908.90625,407224.5,373500.21875,343994.78125,307934.4375,343899.34375,843192,790758.0625,833376.6875,982420.25,859122.1875,850968.9375,837578.375,759980.375,859084,811156.625
Q5FWE3,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,160256.53125,198329.359375,182036.765625,317496.15625,158973.0625,305318,178530.265625,143924.875,142316.1875,262854.40625,30307.119140625,45713.58203125,46574.5,46577.71875,38080.70703125,39048.25,39714.89453125,48454.1796875,52558.8125,33253.03515625
Q5FWF5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5881968,6322687,5100397,5226057,5727623,5344719.5,4835304.5,5017492.5,4168491.5,5208564.5,401860.4375,4485049.5,4442112,4389981,5148681.5,4511434,3548520.75,3847200.75,3717392,3772149.25
Q5GLZ8,1,1,1,Filtered,1,1,1,1,Filtered,1,1,1,1,1,1,1,1,1,1,Filtered,116507.734375,150605.59375,128827.9296875,Filtered,141465.59375,135646,108311.2265625,108443.6171875,Filtered,100967.796875,44136.14453125,81701.6484375,83459.890625,77083.7109375,86289.8671875,97166.0546875,107236.46875,86074.9140625,104946.34375,Filtered
Q5H8A4,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,23279.80078125,42515.6328125,43217.359375,45261.75,37182.3671875,38564.55078125,33859.38671875,34628.73828125
Q5H9L2;Q6IPX3;Q969E4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,287849.125,307914.625,248429,279834.5,249304.03125,314813.71875,253716.3125,288787.0625,211809.625,275058.5,411609.375,495521.625,372359.90625,452488.8125,504767.75,476307.125,435878.6875,409067.65625,500729.3125,357553.625
Q5H9R7,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,5,4,4,943446.0625,1065025.25,1090910.375,1127144.25,927977.875,1304645.875,914896.375,1148336.625,696109.5625,1158082.375,1522210.25,1681853.25,1392685,1335464.875,1867988,1813686.25,1607868.75,1267629.5,1319403.875,1360858.25
Q5HY92,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,190126.59375,355745,255583.375,182801.03125,290435.75,193563.65625,206653.484375,196272.90625,157506,172609.671875,156416.9375,195287.828125,82635.1328125,100956.578125,90763.1015625,80675.0546875,86788.09375,118597.8515625,172793.546875,102636.4765625
Q5HYI7,2,2,1,1,1,1,3,1,Filtered,1,3,3,5,4,4,2,3,3,5,4,141926.640625,147670.171875,218697.421875,147098.78125,211754.703125,78286.8671875,104170.1640625,79474.0859375,Filtered,66817.1875,227017.078125,146236.125,123080.875,150495.15625,153904.828125,149880.375,205596.265625,104847.984375,152630.8125,136283.0625
Q5HYJ3,1,1,1,1,1,1,1,1,1,1,4,3,3,4,3,4,4,3,3,3,1574017.125,1888597.125,1806083.5,1614655.5,2039568.5,2120937.25,1883367.625,1639214.5,1059148.625,1871275.5,644223.625,725212.9375,566322.625,722977.125,749273.6875,634590.375,599978.1875,612218.0625,736346.25,608055.75
Q5HYK7,3,2,2,2,2,2,3,2,2,2,Filtered,1,1,2,2,3,1,Filtered,3,2,184183.359375,170305.90625,146685.109375,137081.25,130613.0390625,158496.125,227754.15625,136026.59375,222699.9375,111714,Filtered,233793.984375,152127.296875,213284.9375,135627.609375,149329.765625,68424.53125,Filtered,137426.75,92612.4765625
Q5HYK9,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,2,2,2,2,2,2,2,2,2,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,35683.55859375,73180.390625,33098.14453125,35924.2890625,55375.3203125,42391.4609375,70944.546875,36641.21875,38468.828125,36475.51171875
Q5HYW2,Filtered,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,2,1,2,2,2,2,2,2,2,2,Filtered,44260.8828125,258083.46875,Filtered,Filtered,Filtered,Filtered,Filtered,238607.0625,Filtered,133567.203125,122813.9453125,149406.171875,160445.234375,133446.140625,143024.34375,146224.78125,139201.03125,182057.84375,149099.046875
Q5JPI3,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,112688.1015625,120012.03125,83021.4609375,109262.8515625,90838.765625,92899.90625,103858.4921875,66000.53125,113700.453125,91024.0234375
Q5JPI9,1,1,Filtered,1,1,1,Filtered,Filtered,1,Filtered,1,1,1,1,Filtered,1,1,1,1,1,13378.92578125,12888.6396484375,Filtered,18057.46484375,16364.166015625,22253.53125,Filtered,Filtered,14821.140625,Filtered,53022.23828125,51592.07421875,45347.9296875,57542.0625,Filtered,65763.375,51909.671875,60475.67578125,47901.76171875,55614.5234375
Q5JR12,1,1,Filtered,Filtered,1,1,1,1,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,48944.265625,62540.22265625,Filtered,Filtered,50993.734375,40358.63671875,32979.09375,33238.94140625,35284.6875,42324.8359375,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q5JRA6,4,3,4,2,4,5,5,4,3,3,3,5,5,3,5,4,4,5,4,5,671045.0625,655906.4375,804422.5,1163920.375,820957.75,481654.53125,498705.75,396239.09375,839696.125,968340.5625,959275.1875,818644.3125,302415.0625,654156.5625,355568.125,486055.4375,568541.5625,709132.0625,467217.4375,343669.6875
Q5JRK9,6,6,4,5,5,4,6,6,5,4,3,6,5,5,6,4,5,3,4,5,560109.5,517534,850377.0625,709072.5,536424.3125,867218,602579.5625,602460.875,590440.9375,601225.75,587675.75,410227.71875,424667.3125,342575.28125,406228.90625,588866.625,586310.25,577334.5,466570.8125,484374.1875
Q5JSH3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,396318.0625,507314.28125,374381.40625,422329.40625,448142.46875,420177.875,342164.59375,361613.21875,304826.25,378359.09375,1158508.125,1135997.875,1058954.625,1156580,1187190.375,1181397.875,1003935.9375,983317.75,1121120.375,924029.6875
Q5JSZ5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,1000205.9375,1274712.875,1024970.3125,864127.75,1216140,1213685.875,1019653.1875,971904.9375,783984.625,1005674.75,974344.0625,988112.3125,809980.5,968806.4375,923124,917417.625,784967.3125,841849.875,937345.1875,710495.125
Q5JTC6,3,2,2,3,2,1,1,2,1,2,2,2,2,3,3,2,2,3,2,3,296480.4375,142368.15625,445477.3125,241663.3125,133747,208620.34375,740513.125,411210.0625,77831.4765625,391671.875,381949.8125,379636.5,292903.15625,284964.5625,285653.0625,400099.8125,390828.9375,279505.5,380063.125,235111.015625
Q5JTD0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3092061.25,3940499.75,2808640.75,3281232.5,3412248.75,3463719.5,2999202.75,3099661,2859793.5,3233963.5,2361084.5,2741070.5,2597094.75,2512136,2766967.5,2526149.25,2249254.25,2446275.25,2628071.5,2028478.5
Q5JTH9,3,3,4,2,3,3,3,3,3,3,2,4,3,4,4,4,4,4,4,4,246345.71875,298324.09375,337526.625,421368.5,118979.8203125,269457.8125,138425.90625,263309,134839.015625,421496.625,313159.71875,191133,286540.5625,207488.4375,249309.921875,246833.5,228687.421875,169879.671875,172034.359375,232909.515625
Q5JTV8,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,5,5,1851167.875,1396314.125,1836811,1995897.75,1740535.125,2016707.375,1617660.375,1660367.625,1152971,1895228.5,2151147.5,1887105.625,1669573.125,2150219.25,2221032.5,2151066.5,2452415.75,2388794.5,1687528,1847807
Q5JTW2,Filtered,1,1,Filtered,1,1,1,1,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,90326.015625,148513.921875,Filtered,71728.359375,114969.9765625,75044.765625,73398.640625,Filtered,Filtered,Filtered,Filtered,35036.0859375,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q5JU85,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,105744.671875,154261.21875,159397.734375,179124.046875,119228.4765625,145710.96875,146240.859375,109947.3359375,106068.1484375,144228.109375,80627.671875,83817.1796875,93257.453125,108429.0859375,95856.2265625,88819.3515625,71924.75,87638.5078125,93934.0390625,75142.546875
Q5JUX0,Filtered,1,Filtered,Filtered,1,Filtered,Filtered,Filtered,1,1,Filtered,Filtered,1,1,1,1,Filtered,Filtered,1,Filtered,Filtered,41026.28515625,Filtered,Filtered,42329.34375,Filtered,Filtered,Filtered,28939.4765625,33244.0859375,Filtered,Filtered,43188.58984375,40323.96875,45712.859375,37637.89453125,Filtered,Filtered,38952.30078125,Filtered
Q5JVS0,1,1,1,1,1,1,1,1,1,1,3,3,3,2,4,3,3,3,3,3,1504700,1366503.625,1738891.75,1698031.375,1620330.25,1665843.875,1543031.25,1410516.75,1201841.375,1569460.125,443017.53125,404106.78125,380601.875,616651.1875,345781.53125,487784.59375,470267.75,457692.375,450862.78125,425604.90625
Q5JVX7,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,33378.36328125
Q5K651,1,1,1,1,1,1,1,1,Filtered,1,1,1,2,1,1,1,1,1,1,1,14093.8798828125,23449.640625,20075.52734375,20931.9765625,25751.125,26884.546875,18886.150390625,8858.1064453125,Filtered,8890.46484375,13582.0244140625,19339.830078125,187245.734375,11356.1494140625,13778.8095703125,11865.1796875,18826.865234375,11552.8994140625,19369,27041.271484375
Q5M775,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1045560.9375,1056786.25,888234,943383.1875,1015999.9375,272451.1875,954499.125,231227.296875,750917.0625,958176.9375,1221690.125,1187142.125,498924.34375,1274435.25,535149.6875,1238391,1090561.375,490797.125,1192658.375,1046825.5625
Q5MIZ7,Filtered,2,3,Filtered,2,2,Filtered,1,Filtered,3,4,2,3,2,3,2,1,2,1,2,Filtered,990843.875,1568522.125,Filtered,1721944.75,1420486.625,Filtered,191416.25,Filtered,1138749.125,492485.1875,401113.375,398588.34375,1779006.25,1303437.75,429892.6875,719617.6875,380209,824320.375,307448.125
Q5PRF9,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,401346.5625,223410.578125,443714.90625,327580.03125,338058.5,602219.25,455792.625,333800.65625,390740.96875,429315.59375,184881.609375,267975.46875,201523.796875,263155.90625,383624.65625,530074.625,327211.65625,259584.765625,293666.125,202430.25
Q5PSV4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,349348.75,371841.875,302084.96875,326369.34375,378309.8125,318689.9375,269327.71875,288143.375,249448.609375,274998.03125,360822,554220.4375,283167.28125,314057.625,377259.9375,317670.875,299869.25,277835.6875,319893.53125,213722.484375
Q5QJE6,3,3,4,3,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3348359,2834391.25,2526124.25,3212408.5,2575797.5,3045601.5,2853528.5,2218493,1973294.5,2914920.75,2983502.25,3437349,3269364,3329183.25,3611182.25,4073546,3292626.25,3127107.25,3269196.5,3588124.5
Q5QP82,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,99128.8984375,127722.53125,111922.953125,107015.0078125,130317.9765625,119348.3125,115692.640625,112490.171875,82101.6796875,102136.546875,142462.5625,114033.984375,156926.3125,161250.78125,107113.828125,166644.734375,108439.875,123375,162240.96875,144540.578125
Q5R372,1,Filtered,Filtered,1,1,2,Filtered,Filtered,Filtered,Filtered,2,2,2,2,2,1,1,1,2,1,1141762.875,Filtered,Filtered,1189057.875,1349827,624580.6875,Filtered,Filtered,Filtered,Filtered,825308.5,724365.5,727976.625,844562.875,799825,452120.90625,1094575.375,263238.84375,693715.3125,170286.15625
Q5R3F8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,425756.0625,591542.5,448635.34375,438840.8125,510662.25,471153.09375,432194.03125,381608.34375,311651.46875,376566.90625,249627.453125,288413.21875,263119.5625,261612.765625,238084.265625,253038.0625,234756.65625,238626.9375,269712.8125,218189.921875
Q5SNT2,3,3,4,3,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,653827.375,822369.5625,525539,678352.25,634396.875,539121.8125,734779.4375,618526.875,561046.1875,623563.125,796843.5625,865485.0625,789788.8125,876234.5,608791.625,632819.4375,633508.0625,719373.875,813066.6875,712012.0625
Q5SQI0,3,2,3,3,2,3,3,2,1,3,2,2,2,3,2,3,3,2,3,2,72029.078125,101990.765625,66198.328125,70001.2734375,111368.828125,73311.84375,78501.3203125,92802.3515625,52869.69921875,65251.69140625,574700.125,551569.25,494268.59375,370116.46875,630525.375,360751.46875,375910.5625,491041.375,370258.625,527526.0625
Q5SRE5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1382968.75,1974883.875,1476623.625,1410277.75,1731470.375,1521772,1602720.25,1403101.5,1073981.25,1383018.875,698184.5,1769522.75,1714320,997344.25,1828014.625,1790980.25,1544325.5,884735.5,1713783.5,660200.8125
Q5SSJ5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2351763,1555178.625,1822575.25,1744506.5,1691536.625,2021592.375,1598047.75,1935783.125,1541746.875,1699209.75,3358807,2235958.25,2521466.25,3389527.5,2829776.75,3032905,3224163.5,2877374,3831943.75,2964857.75
Q5SVQ8,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,1,1,1,1,1,Filtered,Filtered,1,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,18030.63671875,16813.064453125,26308.603515625,44319.73828125,38763.76953125,Filtered,Filtered,11366.853515625,23784.607421875
Q5SW79,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1717510.75,1757749.875,2007631.5,2044344,1644912.875,2181947.75,1857699.375,1672412.25,1521193,1970113.75,900186.1875,807685,996373.875,869363.625,1028434.75,1034383.5,887431.875,943897.875,1164043.875,803177.4375
Q5SW96,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,3,2,1,2,2,2,1,2,2,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,94199.0234375,143786.40625,147942.40625,121791.21875,100327.4453125,122517.03125,207650.546875,117855.78125,175022.578125,219690
Q5SWX8,1,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,27651.283203125,Filtered,Filtered,Filtered,34345.10546875,Filtered,Filtered,Filtered,Filtered,27948.638671875,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered,Filtered
Q5SXM2,2,1,2,1,1,1,2,2,1,1,2,4,3,3,4,3,4,4,4,3,449023.625,134059.796875,450669.46875,122669.4296875,108878.671875,134089.65625,445394.25,463099.53125,85204.828125,103780.359375,113360.046875,240705.515625,247269.640625,316495.65625,259988.390625,357756.78125,210468.703125,190701,192454.140625,166263.328125
Q5SY16,2,3,2,2,3,2,2,3,3,3,2,3,1,2,2,2,2,2,3,3,115620.4453125,43768.671875,174539.5625,163101.1875,68510.8828125,192531.8125,141857.046875,68033.875,60880.265625,71162.203125,82389.8984375,37508.37109375,79093.3046875,53667.4375,83376.625,96275.5546875,72788.296875,93649.53125,32815.23046875,55919.05078125
Q5SYE7,3,3,3,3,4,3,3,3,3,4,4,3,3,3,5,4,4,3,4,4,283972.125,286073.625,296807.4375,200404.59375,180175.3125,357678.75,201576.359375,271350,256897.34375,330692.5625,133932.6875,198823.078125,107143.8046875,187363.25,144853.78125,245857.859375,235176.546875,213156.921875,224496.8125,191003.21875
Q5T011,1,1,1,Filtered,1,1,1,2,Filtered,Filtered,1,2,2,2,2,2,1,1,2,1,86130.8515625,105960.234375,72479.3046875,Filtered,101975.4296875,76084.6875,51125.16015625,64680.71484375,Filtered,Filtered,203494.359375,139407.671875,105619.765625,141148.875,145493.640625,130245.9609375,193149.796875,172790.390625,140810.234375,171689.46875
Q5T0B9,2,1,2,3,2,3,4,2,1,2,3,3,3,3,3,3,3,3,3,3,393108.875,542935.6875,362510.46875,271351.9375,365468.59375,226266.25,204329.34375,264421.4375,379092.875,270831.9375,505569.0625,410277.5625,448680.15625,488911.0625,439008.4375,477368.25,587048,485690.5625,541211.4375,483924.625
Q5T0F9,Filtered,1,1,Filtered,Filtered,Filtered,1,1,Filtered,Filtered,2,1,1,2,2,2,2,2,2,2,Filtered,16058.900390625,7452.9189453125,Filtered,Filtered,Filtered,14398.560546875,13514.0048828125,Filtered,Filtered,117318.4296875,179174.4375,70017.84375,124229.609375,74528.6484375,99548.140625,109220.890625,80264.9375,148503.84375,93800.7421875
